# f (GHz)        Re[Z] (Ohm/m)     Im[Z] (Ohm/m)
4.860000e+00    4.355984e+05    5.623400e+05
4.870000e+00    4.295911e+05    5.572301e+05
4.880000e+00    4.223432e+05    5.592802e+05
4.890000e+00    4.206818e+05    5.659752e+05
4.900000e+00    4.258284e+05    5.701611e+05
4.910000e+00    4.321911e+05    5.671884e+05
4.920000e+00    4.329775e+05    5.596172e+05
4.930000e+00    4.270094e+05    5.545671e+05
4.940000e+00    4.198466e+05    5.566143e+05
4.950000e+00    4.182303e+05    5.632405e+05
4.960000e+00    4.233875e+05    5.673821e+05
4.970000e+00    4.297099e+05    5.644626e+05
4.980000e+00    4.305084e+05    5.570128e+05
4.990000e+00    4.246311e+05    5.520743e+05
5.000000e+00    4.175969e+05    5.541720e+05
5.010000e+00    4.160780e+05    5.607690e+05
5.020000e+00    4.211869e+05    5.648420e+05
5.030000e+00    4.274241e+05    5.619284e+05
5.040000e+00    4.281842e+05    5.545485e+05
5.050000e+00    4.224032e+05    5.497541e+05
5.060000e+00    4.155518e+05    5.519518e+05
5.070000e+00    4.141651e+05    5.585686e+05
5.080000e+00    4.193268e+05    5.626704e+05
5.090000e+00    4.255864e+05    5.598526e+05
5.100000e+00    4.263885e+05    5.526320e+05
5.110000e+00    4.206829e+05    5.479400e+05
5.120000e+00    4.139116e+05    5.501306e+05
5.130000e+00    4.125229e+05    5.566786e+05
5.140000e+00    4.176114e+05    5.607152e+05
5.150000e+00    4.237478e+05    5.578861e+05
5.160000e+00    4.244774e+05    5.507414e+05
5.170000e+00    4.187809e+05    5.461145e+05
5.180000e+00    4.120506e+05    5.483010e+05
5.190000e+00    4.107062e+05    5.547849e+05
5.200000e+00    4.157610e+05    5.587423e+05
5.210000e+00    4.218168e+05    5.559174e+05
5.220000e+00    4.225122e+05    5.488407e+05
5.230000e+00    4.168522e+05    5.442743e+05
5.240000e+00    4.101974e+05    5.464708e+05
5.250000e+00    4.088964e+05    5.528868e+05
5.260000e+00    4.139064e+05    5.567817e+05
5.270000e+00    4.198898e+05    5.539637e+05
5.280000e+00    4.205545e+05    5.469491e+05
5.290000e+00    4.149254e+05    5.424575e+05
5.300000e+00    4.083530e+05    5.446527e+05
5.310000e+00    4.070855e+05    5.509993e+05
5.320000e+00    4.120560e+05    5.548345e+05
5.330000e+00    4.179691e+05    5.520167e+05
5.340000e+00    4.185819e+05    5.450682e+05
5.350000e+00    4.129964e+05    5.406458e+05
5.360000e+00    4.064982e+05    5.428398e+05
5.370000e+00    4.052640e+05    5.491292e+05
5.380000e+00    4.102017e+05    5.529100e+05
5.390000e+00    4.160286e+05    5.500989e+05
5.400000e+00    4.166015e+05    5.432337e+05
5.410000e+00    4.110474e+05    5.388838e+05
5.420000e+00    4.046059e+05    5.410886e+05
5.430000e+00    4.034037e+05    5.473336e+05
5.440000e+00    4.082980e+05    5.510539e+05
5.450000e+00    4.140478e+05    5.482515e+05
5.460000e+00    4.145867e+05    5.414521e+05
5.470000e+00    4.090635e+05    5.371619e+05
